session_id,intent_actual,intent_predicted,disease_actual,disease_predicted,regional_success,task_completed,fallback_triggered,messages_per_session,csat_score,latency_ms
sess_90234,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,8,1,432
sess_90235,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,3,468
sess_90236,crop_advisory,disease_detection,N/A,N/A,1,1,0,4,3,479
sess_90237,disease_detection,disease_detection,rust,rust,0,0,0,6,5,452
sess_90238,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,476
sess_90239,weather_forecast,weather_forecast,N/A,N/A,0,0,0,3,4,370
sess_90240,disease_detection,disease_detection,healthy,healthy,1,1,0,5,3,499
sess_90241,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,7,5,364
sess_90242,crop_advisory,disease_detection,N/A,N/A,0,1,0,6,4,514
sess_90243,crop_advisory,crop_advisory,N/A,N/A,1,1,0,2,3,372
sess_90244,weather_forecast,weather_forecast,N/A,N/A,1,0,0,4,5,413
sess_90245,disease_detection,disease_detection,rust,rust,1,1,0,5,4,350
sess_90246,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,4,313
sess_90247,disease_detection,disease_detection,rust,rust,1,1,0,5,4,338
sess_90248,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,401
sess_90249,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,2,404
sess_90250,disease_detection,disease_detection,healthy,healthy,1,0,0,4,1,290
sess_90251,disease_detection,disease_detection,rust,rust,0,1,0,5,5,374
sess_90252,market_prices,market_prices,N/A,N/A,1,1,0,6,4,367
sess_90253,disease_detection,disease_detection,healthy,healthy,1,1,0,7,5,505
sess_90254,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,276
sess_90255,market_prices,market_prices,N/A,N/A,1,1,0,3,4,477
sess_90256,disease_detection,disease_detection,rust,rust,1,1,0,6,5,400
sess_90257,weather_forecast,weather_forecast,N/A,N/A,0,0,0,4,4,373
sess_90258,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,2,542
sess_90259,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,433
sess_90260,disease_detection,disease_detection,healthy,healthy,1,1,0,2,1,455
sess_90261,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,5,479
sess_90262,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,5,394
sess_90263,disease_detection,disease_detection,healthy,healthy,1,1,0,6,4,362
sess_90264,weather_forecast,weather_forecast,N/A,N/A,0,1,0,5,3,523
sess_90265,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,4,471
sess_90266,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,9,5,556
sess_90267,market_prices,market_prices,N/A,N/A,1,1,0,5,4,289
sess_90268,disease_detection,disease_detection,healthy,healthy,1,1,0,6,3,271
sess_90269,market_prices,market_prices,N/A,N/A,1,1,0,0,4,446
sess_90270,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,345
sess_90271,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,431
sess_90272,disease_detection,disease_detection,healthy,powdery_mildew,1,1,0,5,4,297
sess_90273,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,4,388
sess_90274,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,5,397
sess_90275,market_prices,market_prices,N/A,N/A,1,1,0,5,3,491
sess_90276,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,5,457
sess_90277,disease_detection,market_prices,rust,leaf_blight,1,1,0,3,5,445
sess_90278,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,405
sess_90279,disease_detection,disease_detection,healthy,healthy,1,1,0,6,5,473
sess_90280,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,468
sess_90281,disease_detection,disease_detection,healthy,healthy,1,1,0,8,3,444
sess_90282,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,430
sess_90283,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,4,427
sess_90284,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,336
sess_90285,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,483
sess_90286,disease_detection,disease_detection,healthy,rust,1,1,0,2,4,452
sess_90287,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,7,5,455
sess_90288,disease_detection,disease_detection,healthy,healthy,0,1,0,6,4,415
sess_90289,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,4,386
sess_90290,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,393
sess_90291,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,2,4,396
sess_90292,crop_advisory,crop_advisory,N/A,N/A,0,1,0,7,5,559
sess_90293,disease_detection,disease_detection,rust,rust,1,1,0,3,5,342
sess_90294,market_prices,market_prices,N/A,N/A,1,1,0,6,5,309
sess_90295,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,369
sess_90296,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,357
sess_90297,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,4,406
sess_90298,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,5,333
sess_90299,crop_advisory,crop_advisory,N/A,N/A,1,1,1,9,5,462
sess_90300,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,2,4,551
sess_90301,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,535
sess_90302,disease_detection,disease_detection,healthy,healthy,0,1,0,2,5,332
sess_90303,weather_forecast,weather_forecast,N/A,N/A,1,0,0,8,3,473
sess_90304,disease_detection,disease_detection,rust,rust,1,1,0,3,4,345
sess_90305,market_prices,market_prices,N/A,N/A,1,1,0,2,4,406
sess_90306,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,407
sess_90307,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,524
sess_90308,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,5,387
sess_90309,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,449
sess_90310,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,4,489
sess_90311,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,397
sess_90312,weather_forecast,weather_forecast,N/A,N/A,1,1,0,8,5,445
sess_90313,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,401
sess_90314,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,493
sess_90315,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,1,417
sess_90316,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,4,342
sess_90317,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,3,439
sess_90318,market_prices,market_prices,N/A,N/A,1,0,0,6,3,569
sess_90319,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,471
sess_90320,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,5,450
sess_90321,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,5,452
sess_90322,market_prices,market_prices,N/A,N/A,1,1,0,2,4,369
sess_90323,weather_forecast,weather_forecast,N/A,N/A,0,1,0,3,2,364
sess_90324,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,367
sess_90325,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,391
sess_90326,market_prices,market_prices,N/A,N/A,1,1,1,8,3,577
sess_90327,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,4,296
sess_90328,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,5,442
sess_90329,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,4,460
sess_90330,disease_detection,disease_detection,rust,rust,1,1,0,8,3,373
sess_90331,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,353
sess_90332,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,11,5,516
sess_90333,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,8,5,448
sess_90334,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,495
sess_90335,disease_detection,disease_detection,leaf_blight,healthy,1,1,0,9,2,442
sess_90336,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,7,4,456
sess_90337,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,5,391
sess_90338,market_prices,market_prices,N/A,N/A,1,1,0,8,5,278
sess_90339,market_prices,market_prices,N/A,N/A,1,1,0,5,3,326
sess_90340,market_prices,market_prices,N/A,N/A,0,0,0,6,4,333
sess_90341,market_prices,market_prices,N/A,N/A,1,1,0,5,3,394
sess_90342,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,442
sess_90343,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,418
sess_90344,disease_detection,disease_detection,healthy,healthy,0,1,0,1,5,398
sess_90345,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,1,448
sess_90346,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,5,1,445
sess_90347,crop_advisory,crop_advisory,N/A,N/A,1,1,0,12,5,378
sess_90348,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,5,316
sess_90349,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,409
sess_90350,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,335
sess_90351,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,521
sess_90352,disease_detection,disease_detection,healthy,healthy,1,0,0,5,5,295
sess_90353,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,5,646
sess_90354,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,4,466
sess_90355,crop_advisory,crop_advisory,N/A,N/A,1,1,0,11,5,494
sess_90356,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,2,362
sess_90357,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,294
sess_90358,disease_detection,disease_detection,rust,rust,0,1,0,8,4,360
sess_90359,weather_forecast,weather_forecast,N/A,N/A,1,1,0,12,5,415
sess_90360,disease_detection,disease_detection,rust,rust,1,0,0,7,5,312
sess_90361,disease_detection,disease_detection,rust,rust,1,1,0,5,5,444
sess_90362,crop_advisory,crop_advisory,N/A,N/A,0,1,0,4,4,401
sess_90363,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,464
sess_90364,disease_detection,disease_detection,rust,rust,1,1,0,5,5,396
sess_90365,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,373
sess_90366,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,514
sess_90367,weather_forecast,weather_forecast,N/A,N/A,0,0,0,4,1,436
sess_90368,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,4,441
sess_90369,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,369
sess_90370,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,4,257
sess_90371,disease_detection,disease_detection,rust,rust,1,1,0,8,4,521
sess_90372,crop_advisory,crop_advisory,N/A,N/A,1,0,0,3,3,392
sess_90373,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,575
sess_90374,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,432
sess_90375,weather_forecast,weather_forecast,N/A,N/A,1,0,0,2,4,351
sess_90376,crop_advisory,crop_advisory,N/A,N/A,1,1,0,1,5,485
sess_90377,crop_advisory,crop_advisory,N/A,N/A,1,0,0,4,4,488
sess_90378,weather_forecast,weather_forecast,N/A,N/A,1,0,0,5,3,423
sess_90379,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,4,3,307
sess_90380,disease_detection,disease_detection,healthy,healthy,0,0,0,4,5,396
sess_90381,weather_forecast,weather_forecast,N/A,N/A,1,0,1,7,4,429
sess_90382,crop_advisory,crop_advisory,N/A,N/A,0,1,0,8,5,418
sess_90383,weather_forecast,weather_forecast,N/A,N/A,1,1,1,9,4,484
sess_90384,crop_advisory,crop_advisory,N/A,N/A,0,1,0,7,2,614
sess_90385,market_prices,market_prices,N/A,N/A,0,1,0,1,4,496
sess_90386,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,4,275
sess_90387,disease_detection,disease_detection,healthy,powdery_mildew,1,1,0,6,4,452
sess_90388,disease_detection,disease_detection,powdery_mildew,powdery_mildew,0,0,0,5,5,333
sess_90389,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,484
sess_90390,disease_detection,disease_detection,healthy,healthy,0,0,0,6,2,557
sess_90391,disease_detection,disease_detection,healthy,healthy,1,1,0,8,4,575
sess_90392,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,344
sess_90393,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,5,449
sess_90394,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,5,504
sess_90395,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,5,359
sess_90396,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,559
sess_90397,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,5,4,290
sess_90398,disease_detection,disease_detection,rust,rust,1,1,0,4,5,325
sess_90399,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,531
sess_90400,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,5,415
sess_90401,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,5,591
sess_90402,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,494
sess_90403,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,341
sess_90404,weather_forecast,weather_forecast,N/A,N/A,0,1,0,4,4,480
sess_90405,crop_advisory,crop_advisory,N/A,N/A,0,1,0,9,5,370
sess_90406,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,513
sess_90407,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,394
sess_90408,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,398
sess_90409,crop_advisory,crop_advisory,N/A,N/A,0,0,0,11,4,395
sess_90410,weather_forecast,disease_detection,N/A,N/A,1,1,0,2,5,436
sess_90411,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,4,5,469
sess_90412,market_prices,market_prices,N/A,N/A,1,1,0,6,4,440
sess_90413,market_prices,market_prices,N/A,N/A,1,1,0,3,4,399
sess_90414,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,525
sess_90415,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,7,1,495
sess_90416,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,423
sess_90417,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,522
sess_90418,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,3,468
sess_90419,disease_detection,disease_detection,leaf_blight,powdery_mildew,1,1,0,6,4,521
sess_90420,market_prices,market_prices,N/A,N/A,1,1,0,2,5,538
sess_90421,disease_detection,disease_detection,rust,rust,1,1,0,6,4,438
sess_90422,disease_detection,disease_detection,rust,rust,0,1,0,7,5,343
sess_90423,disease_detection,disease_detection,healthy,healthy,1,1,0,9,5,582
sess_90424,disease_detection,disease_detection,healthy,healthy,1,1,0,4,4,296
sess_90425,disease_detection,disease_detection,rust,rust,1,1,0,9,5,520
sess_90426,market_prices,market_prices,N/A,N/A,0,1,0,6,5,452
sess_90427,crop_advisory,market_prices,N/A,N/A,1,1,0,9,4,571
sess_90428,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,3,642
sess_90429,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,426
sess_90430,disease_detection,disease_detection,healthy,healthy,1,1,0,8,5,311
sess_90431,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,403
sess_90432,weather_forecast,weather_forecast,N/A,N/A,1,0,0,8,5,536
sess_90433,market_prices,weather_forecast,N/A,N/A,0,1,0,2,2,621
sess_90434,weather_forecast,weather_forecast,N/A,N/A,1,1,0,2,4,366
sess_90435,crop_advisory,crop_advisory,N/A,N/A,1,1,0,2,1,487
sess_90436,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,448
sess_90437,market_prices,market_prices,N/A,N/A,1,1,0,5,5,435
sess_90438,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,430
sess_90439,disease_detection,disease_detection,healthy,healthy,1,0,0,2,2,379
sess_90440,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,4,442
sess_90441,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,4,497
sess_90442,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,4,401
sess_90443,disease_detection,disease_detection,healthy,healthy,1,1,1,5,5,330
sess_90444,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,2,2,459
sess_90445,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,2,5,380
sess_90446,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,4,288
sess_90447,market_prices,market_prices,N/A,N/A,1,1,0,7,4,371
sess_90448,crop_advisory,crop_advisory,N/A,N/A,0,1,0,2,4,459
sess_90449,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,3,447
sess_90450,market_prices,market_prices,N/A,N/A,1,1,0,12,5,410
sess_90451,disease_detection,disease_detection,rust,rust,1,1,0,6,5,496
sess_90452,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,459
sess_90453,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,5,545
sess_90454,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,467
sess_90455,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,404
sess_90456,disease_detection,disease_detection,rust,rust,1,1,0,5,2,440
sess_90457,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,366
sess_90458,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,4,283
sess_90459,disease_detection,disease_detection,healthy,healthy,1,1,0,3,5,420
sess_90460,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,488
sess_90461,crop_advisory,crop_advisory,N/A,N/A,0,1,0,11,5,380
sess_90462,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,5,4,323
sess_90463,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,9,5,470
sess_90464,disease_detection,market_prices,healthy,healthy,0,1,0,5,5,614
sess_90465,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,322
sess_90466,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,7,4,403
sess_90467,disease_detection,disease_detection,healthy,healthy,0,1,0,6,2,402
sess_90468,disease_detection,disease_detection,healthy,healthy,1,1,0,2,5,445
sess_90469,crop_advisory,crop_advisory,N/A,N/A,1,0,0,4,5,418
sess_90470,crop_advisory,crop_advisory,N/A,N/A,1,1,1,9,5,421
sess_90471,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,5,285
sess_90472,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,3,489
sess_90473,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,2,516
sess_90474,crop_advisory,crop_advisory,N/A,N/A,1,0,0,8,5,365
sess_90475,weather_forecast,weather_forecast,N/A,N/A,1,1,1,6,5,495
sess_90476,market_prices,disease_detection,N/A,N/A,1,1,0,5,3,303
sess_90477,disease_detection,disease_detection,healthy,healthy,1,1,0,3,4,453
sess_90478,crop_advisory,disease_detection,N/A,N/A,1,1,0,7,5,486
sess_90479,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,4,455
sess_90480,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,2,430
sess_90481,weather_forecast,weather_forecast,N/A,N/A,0,0,0,3,5,286
sess_90482,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,3,467
sess_90483,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,5,323
sess_90484,disease_detection,disease_detection,leaf_blight,leaf_blight,0,1,0,4,4,421
sess_90485,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,3,472
sess_90486,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,503
sess_90487,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,259
sess_90488,disease_detection,disease_detection,leaf_blight,leaf_blight,1,0,0,4,4,376
sess_90489,disease_detection,disease_detection,healthy,healthy,1,1,0,8,4,462
sess_90490,disease_detection,crop_advisory,leaf_blight,leaf_blight,1,1,0,7,4,412
sess_90491,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,398
sess_90492,weather_forecast,weather_forecast,N/A,N/A,1,0,0,11,4,361
sess_90493,disease_detection,disease_detection,healthy,healthy,1,1,0,9,4,345
sess_90494,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,2,5,152
sess_90495,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,5,561
sess_90496,disease_detection,disease_detection,healthy,healthy,1,0,0,4,5,337
sess_90497,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,5,294
sess_90498,disease_detection,disease_detection,healthy,healthy,1,0,1,6,2,396
sess_90499,market_prices,market_prices,N/A,N/A,1,1,0,7,4,470
sess_90500,market_prices,market_prices,N/A,N/A,0,1,0,6,5,500
sess_90501,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,4,399
sess_90502,market_prices,market_prices,N/A,N/A,0,1,0,7,4,430
sess_90503,disease_detection,disease_detection,rust,rust,1,1,0,5,3,426
sess_90504,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,2,4,472
sess_90505,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,4,363
sess_90506,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,4,591
sess_90507,disease_detection,disease_detection,healthy,healthy,1,1,0,4,5,330
sess_90508,crop_advisory,crop_advisory,N/A,N/A,1,1,1,5,5,396
sess_90509,crop_advisory,crop_advisory,N/A,N/A,1,0,0,4,5,351
sess_90510,market_prices,market_prices,N/A,N/A,0,1,0,5,5,247
sess_90511,market_prices,market_prices,N/A,N/A,1,1,0,5,5,519
sess_90512,market_prices,market_prices,N/A,N/A,1,1,0,10,5,433
sess_90513,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,475
sess_90514,crop_advisory,crop_advisory,N/A,N/A,0,1,0,5,5,378
sess_90515,market_prices,market_prices,N/A,N/A,1,1,0,5,5,442
sess_90516,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,0,0,9,5,491
sess_90517,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,424
sess_90518,disease_detection,disease_detection,rust,rust,1,1,0,5,4,408
sess_90519,market_prices,market_prices,N/A,N/A,0,1,0,8,5,185
sess_90520,disease_detection,disease_detection,healthy,healthy,1,1,0,6,5,381
sess_90521,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,5,380
sess_90522,weather_forecast,weather_forecast,N/A,N/A,1,1,0,5,4,381
sess_90523,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,3,4,397
sess_90524,crop_advisory,crop_advisory,N/A,N/A,0,1,0,5,5,449
sess_90525,disease_detection,disease_detection,healthy,healthy,1,1,0,10,5,383
sess_90526,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,2,3,412
sess_90527,disease_detection,disease_detection,powdery_mildew,healthy,1,1,0,2,5,284
sess_90528,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,5,430
sess_90529,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,5,4,442
sess_90530,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,3,371
sess_90531,disease_detection,disease_detection,healthy,healthy,1,1,0,3,4,510
sess_90532,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,5,405
sess_90533,weather_forecast,weather_forecast,N/A,N/A,1,1,0,6,3,362
sess_90534,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,3,503
sess_90535,disease_detection,disease_detection,healthy,healthy,1,1,0,5,4,349
sess_90536,crop_advisory,crop_advisory,N/A,N/A,1,1,0,4,4,364
sess_90537,crop_advisory,crop_advisory,N/A,N/A,1,1,0,3,5,402
sess_90538,disease_detection,disease_detection,healthy,healthy,0,1,0,4,5,458
sess_90539,disease_detection,disease_detection,healthy,healthy,0,1,1,3,5,359
sess_90540,weather_forecast,weather_forecast,N/A,N/A,1,0,0,3,4,585
sess_90541,market_prices,market_prices,N/A,N/A,1,1,0,5,5,433
sess_90542,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,7,3,485
sess_90543,crop_advisory,crop_advisory,N/A,N/A,1,1,0,9,5,527
sess_90544,crop_advisory,crop_advisory,N/A,N/A,1,1,0,12,5,319
sess_90545,disease_detection,disease_detection,rust,rust,1,1,0,4,1,519
sess_90546,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,2,472
sess_90547,crop_advisory,crop_advisory,N/A,N/A,0,1,0,4,4,402
sess_90548,crop_advisory,crop_advisory,N/A,N/A,1,1,0,7,5,365
sess_90549,market_prices,market_prices,N/A,N/A,1,0,0,7,5,537
sess_90550,crop_advisory,crop_advisory,N/A,N/A,0,1,0,9,3,431
sess_90551,disease_detection,disease_detection,powdery_mildew,powdery_mildew,1,1,0,3,4,370
sess_90552,disease_detection,disease_detection,healthy,healthy,0,0,0,9,5,357
sess_90553,disease_detection,disease_detection,rust,rust,0,1,0,5,4,402
sess_90554,market_prices,market_prices,N/A,N/A,1,0,0,4,5,400
sess_90555,market_prices,market_prices,N/A,N/A,1,1,0,5,4,294
sess_90556,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,477
sess_90557,market_prices,market_prices,N/A,N/A,1,1,0,8,5,449
sess_90558,disease_detection,weather_forecast,leaf_blight,leaf_blight,1,1,0,4,4,376
sess_90559,crop_advisory,crop_advisory,N/A,N/A,1,0,0,6,5,455
sess_90560,weather_forecast,weather_forecast,N/A,N/A,1,1,0,7,3,454
sess_90561,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,4,321
sess_90562,crop_advisory,crop_advisory,N/A,N/A,1,1,0,5,5,349
sess_90563,crop_advisory,crop_advisory,N/A,N/A,1,1,0,1,4,283
sess_90564,disease_detection,disease_detection,healthy,healthy,1,1,0,5,5,422
sess_90565,market_prices,market_prices,N/A,N/A,1,1,0,4,4,543
sess_90566,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,11,4,320
sess_90567,crop_advisory,crop_advisory,N/A,N/A,1,0,1,9,5,511
sess_90568,crop_advisory,crop_advisory,N/A,N/A,1,1,0,1,3,508
sess_90569,weather_forecast,weather_forecast,N/A,N/A,1,0,0,7,2,506
sess_90570,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,8,5,386
sess_90571,weather_forecast,weather_forecast,N/A,N/A,1,1,0,4,4,450
sess_90572,weather_forecast,weather_forecast,N/A,N/A,1,1,0,9,4,361
sess_90573,disease_detection,disease_detection,leaf_blight,leaf_blight,1,1,0,6,5,289
sess_90574,crop_advisory,crop_advisory,N/A,N/A,1,1,0,2,5,380
sess_90575,disease_detection,disease_detection,rust,rust,1,1,0,11,3,352
sess_90576,crop_advisory,crop_advisory,N/A,N/A,0,1,0,3,4,259
sess_90577,disease_detection,disease_detection,healthy,healthy,1,1,0,8,4,480
sess_90578,weather_forecast,weather_forecast,N/A,N/A,1,1,0,3,4,316
sess_90579,crop_advisory,crop_advisory,N/A,N/A,1,1,0,8,5,408
sess_90580,market_prices,market_prices,N/A,N/A,0,1,0,6,5,514
sess_90581,disease_detection,disease_detection,rust,rust,1,1,0,4,5,340
sess_90582,crop_advisory,crop_advisory,N/A,N/A,1,1,0,10,2,403
sess_90583,disease_detection,disease_detection,rust,rust,1,1,0,5,4,333
sess_90584,crop_advisory,crop_advisory,N/A,N/A,1,1,0,6,3,515
